"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"1","2016-09-30 02:18:00-03","NY","NYBG","1173761","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","R. de Lemos Fróes","27247","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173761","NY01173761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-09-30 02:18:00-03","NY","NYBG","1173753","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","1571","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400534' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173753","NY01173753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-30 02:18:00-03","NY","NYBG","1173759","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","6934","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173759","NY01173759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1173757","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","R. Spruce","s.n.","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399931' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173757","NY01173757_01","(Flüggé) Hitchc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-09-30 02:18:00-03","NY","NYBG","1173752","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","G. A. Black","50-9023","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173752","NY01173752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-09-30 02:18:00-03","NY","NYBG","1173750","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","3159","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400513' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173750","NY01173750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2016-09-30 02:18:00-03","NY","NYBG","1173758","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","M. G. da Silva","3709","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400536' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173758","NY01173758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2016-09-29 18:31:00-03","NY","NYBG","773395","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","G. Davidse","16789","South America","Venezuela","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773395",NA,NA,"1979","04","27","Mun. Atures","Near Capuana, eastern bank of the Río Orinoco","-67.82","4.78","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2016-09-30 02:18:00-03","NY","NYBG","1173760","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","6934","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173760","NY01173760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-11-01 12:25:00-02","NY","NYBG","773391","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","G. Davidse","11821","South America","Brazil","Sergipe","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773391","NY00773391_01",NA,"1976","04","02","Cristinápolis","Banks of the Rio Real at the state border of Sergipe and Bahia along Highway BR-101","-37.7553","-11.4758","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2016-09-30 02:18:00-03","NY","NYBG","1173755","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","G. A. Black","48-2309","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400520' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173755","NY01173755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 02:18:00-03","NY","NYBG","1173756","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","3233","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173756","NY01173756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 02:19:00-03","NY","NYBG","1173751","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. M. Pires","4050","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173751","NY01173751_01",NA,"1952","01","30",NA,"Rio Tapajós, aeroporto de Jacarecanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 02:18:00-03","NY","NYBG","1173754","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. R. Swallen","1571","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173754","NY01173754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 12:25:00-02","NY","NYBG","773393","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","M. A. Chase","8143","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773393","NY00773393_01",NA,"1925","01","03",NA,"Matta de Sao Joao","-38.299147","-12.530499","22","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 18:31:00-03","NY","NYBG","773392","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","M. A. Chase","7911","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773392","NY00773392_01",NA,"1924","12","13",NA,"West of Sao Francisco, Joazeiro",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","773396","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","S. T. McDaniel","23152","South America","Peru","Loreto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773396",NA,"(Flüggé) Hitchc.","1979","11","04","Maynas","Dtto. Iquitos Río Momón, just down river from Amazon Camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 02:18:00-03","NY","NYBG","1173749","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","E. A. Goeldi","15","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400554' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173749","NY01173749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 12:25:00-02","NY","NYBG","773394","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Reimarochloa","acuta","Reimarochloa acuta","J. Jangoux","190","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00773394","NY00773394_01",NA,"1978","12","04","Pinheiro","Rio Alto Turiaçu, Nova Esperança","-45.75","-2.92",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:54:17-03","EAO","IAN","152294","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Silva, NT da","4305","Southern America","Brasil","Maranhão",NA,"3-5 x 1m. 1-10.","IAN152294",NA,"(Flüggé) Hitchc.","1976","03","21",NA,"Rio Mearim. Santa Cruz. Mata de campo coberto de terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:54:17-03","EAO","IAN","153861","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Maciel, UN; Bouças, PRP","42","Southern America","Brasil","Pará",NA,NA,"IAN153861",NA,"(Flüggé) Hitchc.","1977","02","25",NA,"12km de Braganças. Campos de Baixo. Campo limpo; solo argiloso, úmido, estacional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:54:17-03","EAO","IAN","154090","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Ribeiro, BGS; Pinheiro, GS","1723","Southern America","Brasil","Maranhão",NA,"Capim. Flor creme.","IAN154090",NA,"(Flüggé) Hitchc.","1976","02","12",NA,"Estudo Ecológico dos Campos de Perizes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:54:17-03","EAO","IAN","154433","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Steyermark, JA; Bunting, GS","102246","Southern America","Venezuela",NA,NA,"Stems procumbent. Sandbar.","IAN154433",NA,"(Flüggé) Hitchc.","1968","04","12",NA,"Edo. Barinas: a lo largo de las márgenes del Río Cáparo, entre Campamento Cachicamo y Boca de Garza, este de El Cantón.",NA,NA,NA,NA,"Luces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:54:17-03","EAO","IAN","156986","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Rodrigues, IA; Dantas, M","843","Southern America","Brasil","Roraima",NA,"Planta. Inflorescência branca.","IAN156986",NA,"(Flüggé) Hitchc.","1979","05","02",NA,"Perimetral Norte, km 30, trecho abandonado; margem da estrada. Solo gley distrófico.","-59.254167","0.737222",NA,NA,"Cordeiro, MR","1983","09","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:54:17-03","EAO","IAN","193690","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Mehlig, U; Santos, LO; Lopes, MG; Bragança, VAN","295","Southern America","Brasil","Pará",NA,"Crescendo parcialmente na água","IAN193690",NA,"(Flüggé) Hitchc.","2007","02","18","Bragança","Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Na margem de poça de água de chuva temporária norte do 3° cordão de dunas","-46.618306","-0.834528",NA,NA,"Rocha, AES","2008","02","-46.618306","-0.834528",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:54:17-03","EAO","IAN","38733","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Swallen, JR","3234","Southern America","Brasil","Pará",NA,NA,"IAN038733","IAN038733 IAN038733_e","(Flüggé) Hitchc.","1934","01","14",NA,"Rio Tapajós; Aramanaí Moist sandy ground along stieam. (Herb. Museu Paraense 17363).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:54:17-03","EAO","IAN","42292","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Fróes, RL","23641","Southern America","Brasil","Roraima",NA,NA,"IAN042292",NA,"(Flüggé) Hitchc.","1948","02","06",NA,"Campos gerais da região de Caracaraí.","-59.254167","0.737222",NA,NA,"Coradin, L",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:54:17-03","EAO","IAN","43922","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Swallen, JR","6934","Southern America","Brasil","Pará",NA,NA,"IAN043922",NA,"(Flüggé) Hitchc.","1943","12","06",NA,"Almost pura stand on flooded ground, margin of bay. Jacaré Bay, Rio Tapajós.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:54:17-03","EAO","IAN","51697","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Fróes, RL","24866","Southern America","Brasil","Amazonas",NA,"Capim; perto d'água.","IAN051697",NA,"(Flüggé) Hitchc.","1949","10",NA,NA,"Rio Tocantins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:54:17-03","EAO","IAN","70204","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Fróes, RL","12368","Southern America","Brasil","Amapá",NA,"Capim baixo; em lugar encharcado.","IAN070204",NA,"(Flüggé) Hitchc.","1951","07","22",NA,"Rio Aporema; Campo Lindo.","-52.916667","-0.916667",NA,NA,"Rocha, AE","2001","07","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:54:17-03","EAO","IAN","54241","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Engelhard, F","8917","Southern America","Brasil","Pará",NA,"Rente ao chão.","IAN054241",NA,"(Flüggé) Hitchc.","1950","02","20",NA,"Ilha do Marajó; fazenda Menino Deus; Rio Paracauary; campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:54:17-03","EAO","IAN","54254","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Engelhard, F","8948","Southern America","Brasil","Pará",NA,"Perene; rente ao chão.","IAN054254",NA,"(Flüggé) Hitchc.","1950","02","20",NA,"Ilha do Marajó; Rio Paracauary; fazneda Menino Deus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:54:17-03","EAO","IAN","54317","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Engelhard, F","9001","Southern America","Brasil","Pará",NA,"Reptante, comum mais nos lagos.","IAN054317",NA,"(Flüggé) Hitchc.","1950","02","22",NA,"Ilha do Marajó; fazenda Menino Deus; contagem de teso em 1m².",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:54:17-03","EAO","IAN","54339","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Engelhard, F","9023","Southern America","Brasil","Pará",NA,"Perene; rastejante.","IAN054339",NA,"(Flüggé) Hitchc.","1950","02","23",NA,"Ilha do Marajó; fazenda Menino Deus; contagem em campo alagado e campo médio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:54:17-03","EAO","IAN","62726","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Kuhlmann, M","996","Southern America","Brasil","Amazonas",NA,NA,"IAN062726","IAN062726 IAN062726_e","(Flüggé) Hitchc.","1923","03","23",NA,"Rio Negro, Igarapé do Guedes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:54:17-03","EAO","IAN","62746","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Swallen, JR","3159","Southern America","Brasil","Pará",NA,NA,"IAN062746","IAN062746 IAN062746_e IAN062746_e1","(Flüggé) Hitchc.","1934","01","10",NA,"Boa Vista, Rio Tapajós.",NA,NA,NA,NA,"Rocha, AE","2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:54:17-03","EAO","IAN","62827","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Swallen, JR","3160","Southern America","Brasil","Pará",NA,NA,"IAN062827","IAN062827 IAN062827_e IAN062827_e1","(Flüggé) Hitchc.","1934","01","13",NA,"Rio Tapajós, Boa Vista.",NA,NA,NA,NA,"Rocha, AE","2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:54:17-03","EAO","IAN","65723","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Sampaio, AJ de","1255","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN065723",NA,"(Flüggé) Hitchc.","1914","12",NA,NA,"Atafona.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:54:17-03","EAO","IAN","71571","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Pires, JM","3955","Southern America","Brasil","Pará",NA,NA,"IAN071571",NA,"(Flüggé) Hitchc.","1952","01","18",NA,"Alto Tapajós, Vila Nova, perto da Cachoeira do Chacorão; terra firme. Local aberto, no caminho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:54:17-03","EAO","IAN","71652","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Pires, JM","4049","Southern America","Brasil","Pará",NA,"Rasteira, plantada para gramar a pista do aeroporto.","IAN071652",NA,"(Flüggé) Hitchc.","1952","01","30",NA,"Rio Tapajós, aeroporto de Jacareacanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:54:17-03","EAO","IAN","71653","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Pires, JM","4050","Southern America","Brasil","Pará",NA,"Rasteira, plantada para gramar a pista do aeroporto.","IAN071653",NA,"(Flüggé) Hitchc.","1952","01","30",NA,"Rio Tapajós, aeroporto de Jacareacanga.",NA,NA,NA,NA,"Rocha, AE","2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:54:17-03","EAO","IAN","71655","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Pires, JM","4052","Southern America","Brasil","Pará",NA,"Plantada na pista.","IAN071655",NA,"(Flüggé) Hitchc.","1952","01","30",NA,"Rio Tapajós. Aeroporto de Jacareacanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:54:17-03","EAO","IAN","75267","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Fróes, RL","27941","Southern America","Brasil","Amazonas",NA,"Crescendo à margem do rio, formando pequenas ilhas em rosetas.","IAN075267",NA,"(Flüggé) Hitchc.","1952","03","18",NA,"Igarapé Imuta, afluente do Rio Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
