"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","873130","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.","L. B. Smith","G. T. Prance","59140","1964","09","26","South America","Brazil","Mato Grosso","Nova Xavantina","Grounds of brick factory. 5 km. south of Chavantina. Serra do Roncador.","-52.3531","-14.6733","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873130","NY00873130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","2169126","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"G. T. Prance","1715","1965","10","27","South America","Brazil","Pará",NA,"Road BR 22, Capanema to Maranhão. Vicinty of Cachoeira, km. 96","-46.537506","-1.765546","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319302' target='other'> <mi>dwc_moreinfo</mi></a>","NY02169126","NY02169126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","03805712","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Schult.f.",NA,"J. A. Steyermark","106990","1972","05","18","South America","Venezuela","Amazonas",NA,"Sierra Parima, Vecindades de Simarawochi, Río Matacuni, a unos 6-7 km. al Oeste de la frontera Venezolana-Brasilera","-64.6","3.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4137803' target='other'> <mi>dwc_moreinfo</mi></a>","NY03805712",NA,"795","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","3805713","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Schult.f.",NA,"J. A. Steyermark","106990","1972","05","18","South America","Venezuela","Amazonas",NA,"Sierra Parima, Vecindades de Simarawochi, Río Matacuni, a unos 6-7 km. al Oeste de la frontera Venezolana-Brasilera","-64.6","3.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4137805' target='other'> <mi>dwc_moreinfo</mi></a>","NY03805713",NA,"795","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2169098","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"C. A. Cid Ferreira","346","1979","08","13","South America","Brazil","Amazonas","Itapiranga","Margem esquerda do Rio Uatumã, área da cachoeira da Balbina","-58.7269878","-2.3065914","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319223' target='other'> <mi>dwc_moreinfo</mi></a>","NY02169098","NY02169098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","755780","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.","L. B. Smith","S. R. Lowrie","585","1980","10","19","South America","Brazil","Acre",NA,"Quixadá. Km 22 from Rio Branco on Rio Branco-Quixada road","-67.67","-9.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755780","NY00755780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","2169122","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"G. T. Prance","14765","1971","09","20","South America","Brazil","Amazonas",NA,"Lower Rio Purus, Lago de Beruri.","-61.3731","-3.8983","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319296' target='other'> <mi>dwc_moreinfo</mi></a>","NY02169122","NY02169122_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","2169124","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"G. T. Prance","14765","1971","09","20","South America","Brazil","Amazonas",NA,"Lower Rio Purus, Lago de Beruri.","-61.3731","-3.8983","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319300' target='other'> <mi>dwc_moreinfo</mi></a>","NY02169124","NY02169124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","02171702","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"G. T. Prance","2495","1966","09","22","South America","Brazil","Amazonas","Boca do Acre","Track NNW from Boca do Acre Airstrip, km 1-6. N bank of Rio Purus. Forest on terra firme.","-67.30899","-8.803169","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322017' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171702","NY02171702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","02169119","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","setigera","Aechmea setigera","Mart. ex Schult. & Schult.f.",NA,"C. A. Cid Ferreira","346","1979","08","13","South America","Brazil","Amazonas","Itapiranga","Margem esquerda do Rio Uatumã, área da cachoeira da Balbina","-58.7269878","-2.3065914","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319291' target='other'> <mi>dwc_moreinfo</mi></a>","NY02169119","NY02169119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
