"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"1","2021-04-05 14:25:14-03","UNESC","CRI","1031","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Daniel de Barcellos Falkenberg","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1309","1991","07","25","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI002597","CRI002597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:14-03","UNESC","CRI","14580","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Aline Votri Guislon & Renato Colares","Aline Votri Guislon; Renato Colares & Lucas Oliveira",NA,"2019","08","30","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves (L4)","-49.363611","-28.746944","49º21'49''W","28º44'49''S","140","140","CRI013885","CRI013885","2019","08","30","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:33:29-03","UNESC","CRI","10248","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","M. G. Caxambu","L. Santiago",NA,"2011","09","06","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.979444","-23.916667","51º58'46''W","23º54'60''S","367","367","CRI002602","CRI002602","2012","02","16","Floresta Estacional Semidecidual Submontana Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:14-03","UNESC","CRI","15223","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Aline Votri Guislon","Aline V. Guislon; Renato Colares & Iara Z. Zanoni",NA,"2018","06","19","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves. Área L1 (Florística) Bairro Dagostim","-49.377778","-28.765556","49º22'40''W","28º45'56''S","50","50","CRI014638","CRI014638","2018","06","19","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:25:14-03","UNESC","CRI","14556","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Santos, R.","Padilha, P. T.; Ceron, K. & Santos, R.",NA,"2012","06","28","Brasil","Santa Catarina","Criciúma","Morro do Céu","-49.370278","-28.678333","49º22'13''W","28º40'42''S",NA,NA,"CRI013859","CRI013859","2012","06","28","4,5 m de altura Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:33:29-03","UNESC","CRI","11749","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.",NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S","30","30","CRI002606","CRI002606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:25:14-03","UNESC","CRI","10233","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa iricurana","(Casar.) Secco","M. G. Caxambu","C.Z. Silva",NA,"2012","02","14","Brasil","Paraná","Cascavel","Zoológico Municipal de Cascavel.","-53.455556","-24.956389","53º27'20''W","24º57'23''S",NA,NA,"CRI002601","CRI002601","2012","11","26","Habitat: orla da floresta Habito: árvore","iricurana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-04-05 14:33:29-03","UNESC","CRI","7678","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Rafael Martins","Jean Gabriel Cemin",NA,"2007","09","28","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","CRI002604","CRI002604","2008","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-04-05 14:33:29-03","UNESC","CRI","10181","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa iricurana","(Casar.) Secco","M. G. Caxambu","A.R. Silva; et al.","696","2008","05","24","Brasil","Santa Catarina","Bombinhas","Morro de Zimbros.","-48.517222","-27.138611","48º31'2''W","27º8'19''S","20","20","CRI002599","CRI002599","2012","04","02","Floresta Ombrófila Densa Submontana Habito: árvore heliófita","iricurana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-05 14:33:29-03","UNESC","CRI","11149","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","San Zatta Custódio","Karoline Felix; Robson dos Santos & Peterson T. Padilha",NA,"2012","09","05","Brasil","Santa Catarina","Criciúma","Morro do Céu.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","CRI002605","CRI002605","2012","09","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-04-05 14:25:14-03","UNESC","CRI","15193","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Aline Votri Guislon","Aline V. Guislon; Iara Z. Zanoni; Felipe Seron & Lucas Oliveira",NA,"2019","10","16","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves. Área L7","-49.351389","-28.740833","49º21'5''W","28º44'27''S","85","85","CRI014608","CRI014608","2019","08","16","Frutos verde. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:29-03","UNESC","CRI","12533","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Aline Votri Guislon & Peterson T. Padilha","Alexandre Medeiros",NA,"2017","05","06","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.593333","-27.006944","48º35'36''W","27º0'25''S",NA,NA,"CRI010740","CRI010740","2017","07","25","Coleta 274. Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:14-03","UNESC","CRI","10186","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa iricurana","(Casar.) Secco","M. G. Caxambu","R. Freitas",NA,"2006","08","17","Brasil","Paraná","Engenheiro Beltrão","Reserva Florestal de Figueira D#?#Oeste PR-082 Km 75.","-52.269444","-23.797778","52º16'10''W","23º47'52''S",NA,NA,"CRI002600","CRI002600","2012","04","02","Habito: árvore heliófita","iricurana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:14-03","UNESC","CRI","12291","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Poepp. & Endl.","Aline Votri Guislon & Peterson T. Padilha","Alexandre Medeiros",NA,"2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010475",NA,"2017","05","19","Coleta 181",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:39:10-03","E","E","28215","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa",NA,NA,"Zak, Vlastimil & Jaramillo, Jaime","3560","1987","09","17","EC","Tungurahua",NA,"Rio Negro.","-78.25","-1.416667","-78.250000","-1.416667","1200","1200","E00028215",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00028215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:33433",NA,NA,NA,NA,NA,NA,NA,NA
