X,Y,id,type,modified,language,rightsHolder,accessRights,bibliographicCitation,institutionID,datasetName,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,recordedBy,individualCount,associatedReferences,associatedTaxa,associatedOccurrences,locationID,continent,waterBody,country,countryCode,stateProvince,municipality,verbatimLocality,decimalLatitude,decimalLongitude,coordinatePrecision,taxonID,scientificName,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,NM_MUNICIP,CD_GEOCMU
-46.7738,-23.6625,"2152000",Event,2001-12-03,pt_BR,Public,Open Access,"GARCIA, R.J.F. 1995. Composição florística dos estratos arbóreo e arbustivo da mata do Parque Santo Dias (São Paulo - SP, Brasil) Dissertação de Mestrado. IB - USP. São Paulo","205",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"2152000","2152",Ricardo José Francischetti Garcia,NA,"GARCIA, R.J.F. 1995. Composição florística dos estratos arbóreo e arbustivo da mata do Parque Santo Dias (São Paulo - SP, Brasil) Dissertação de Mestrado. IB - USP. São Paulo",duvida ???,duvida ???,"1948",South America,Alto Tietê,Brazil,BR,SP,São Paulo,Capão Redondo,-23.6625,-46.7738,OA,"9127004",Araucaria angustifolia,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,NA,angustifolia,NA,species,SÃO PAULO,"3550308"
-46.726601,-23.580601,"22760003",Event,2003-10-31,pt_BR,Public,Open Access,NA,"134",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"22760003","2276",Lúcia Rossi,NA,NA,duvida ???,duvida ???,"1963",South America,Alto Tietê,Brazil,BR,SP,São Paulo,Butantã,-23.580601,-46.726601,OA,"9402217",Struthanthus flexicaulis,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Loranthaceae,Struthanthus,NA,flexicaulis,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"28960004",Event,2009-07-15,pt_BR,Public,Open Access,NA,NA,SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"28960004","2896",Luis Carlos Quadros Malta Pinto de Sampaio,NA,NA,duvida ???,duvida ???,"2221",South America,Alto Tietê,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"29990014",Event,2009-07-07,pt_BR,Public,Open Access,NA,"134",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"29990014","2999",Rosângela Simão-Bianchini,NA,NA,duvida ???,duvida ???,"2234",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.743099,-23.9853,"30090006",Event,2002-05-07,pt_BR,Public,Open Access,NA,"142",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"30090006","3009",Silvana Aparecida Pires de Godoy,NA,NA,duvida ???,duvida ???,"2238",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.9853,-46.743099,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"30480008",Event,2002-05-08,pt_BR,Public,Open Access,NA,"226",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"30480008","3048",Paulo Affonso,NA,NA,duvida ???,duvida ???,"2234",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"31590004",Event,2009-07-16,pt_BR,Public,Open Access,NA,"205",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"31590004","3159",Ricardo José Francischetti Garcia,NA,NA,duvida ???,duvida ???,"2234",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"31610003",Event,2002-05-10,pt_BR,Public,Open Access,NA,"205",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"31610003","3161",Ricardo José Francischetti Garcia,NA,NA,duvida ???,duvida ???,"2234",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.732201,-23.988001,"31650001",Event,2002-05-10,pt_BR,Public,Open Access,NA,"205",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"31650001","3165",Ricardo José Francischetti Garcia,NA,NA,duvida ???,duvida ???,"2234",South America,Baixada Santista,Brazil,BR,SP,São Paulo,Marsilac,-23.988001,-46.732201,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
-46.756599,-23.988399,"32500011",Event,2009-07-16,pt_BR,Public,Open Access,NA,"205",SinBIOTA,Biota/FAPESP Program,PreservedSpecimen,"32500011","3250",Ricardo José Francischetti Garcia,NA,NA,duvida ???,duvida ???,"2219",South America,Alto Tietê,Brazil,BR,SP,São Paulo,Marsilac,-23.988399,-46.756599,OA,"9401553",Persea obovata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Persea,NA,obovata,NA,species,SÃO PAULO,"3550308"
