ANEXO I			
LISTA NACIONAL OFICAL DE ESPÉCIES DA FLORA AMEAÇADAS DE EXTINÇÃO			
*Já estava na IN 06/2008			
			
		Táxon	Categoria 
		ACANTHACEAE	
1		Aphelandra espirito-santensis Profice & Wassh.	EN
2		Aphelandra margaritae E.Morren	VU
3		Aphelandra maximiliana (Nees) Benth.	EN
4		Dyschoriste lavandulacea (Nees) Kuntze	EN
5		Dyschoriste smithii Leonard	CR
6		Justicia clausseniana (Nees) Profice	EN
7		Justicia genuflexa Nees & Mart.	VU
8		Justicia paranaensis (Rizzini) Wassh. & L.B.Sm.	EN
9		Justicia polita (Nees) Profice	EN
10		Justicia ramulosa (Morong) C.Ezcurra	VU
11		Justicia tijucensis V.A.W.Graham	VU
12		Odontonema dissitiflorum (Nees) Kuntze	EN
13	*	Staurogyne brachiata (Hiern) Leonard	EN
14		Staurogyne carvalhoi Profice	VU
15		Staurogyne elegans (Nees) Kuntze	VU
16		Staurogyne itatiaiae (Wawra) Leonard	EN
17		Staurogyne vauthieriana (Nees) Kuntze	EN
18	*	Staurogyne veronicifolia (Nees) Kuntze	EN
19	*	Staurogyne warmingiana (Hiern) Leonard	EN
20		Stenandrium hatschbachii Wassh.	EN
21	*	Stenandrium stenophyllum Kameyama	EN
22		Streblacanthus dubiosus (Lindau) V.M.Baum	EN
		ALISMATACEAE	
23		Sagittaria lancifolia L.	VU
		ALSTROEMERIACEAE	
24		Alstroemeria amabilis M.C.Assis	EN
25		Alstroemeria brasiliensis Spreng.	EN
26	*	Alstroemeria capixaba M.C.Assis	CR
27		Alstroemeria caryophyllaea Jacq.	EN
28		Alstroemeria malmeana Kraenzl.	CR
29		Alstroemeria orchidioides Meerow	EN
30		Alstroemeria penduliflora M.C.Assis	EN
		AMARANTHACEAE	
31		Alternanthera decurrens J.C.Siqueira	EN
32		Alternanthera hirtula (Mart.) R.E.Fr.	VU
33		Alternanthera januarensis J.C.Siqueira	EN
34		Amaranthus rosengurtii Hunz.	EN
35		Froelichiella grisea R.E.Fr.	EN
36		Gomphrena centrota E.Holzh.	EN
37	*	Gomphrena hatschbachiana Pedersen	EN
38		Gomphrena nigricans Mart.	CR
39		Gomphrena paranensis R.E.Fr.	VU
40		Gomphrena pulchella Mart.	EN
41		Gomphrena regeliana Seub.	VU
42	*	Pfaffia argyrea Pedersen	EN
