"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","typeStatus","fieldNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","3803758","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","J. A. Steyermark","124034","1981","01","13","South America","Venezuela","Bolívar","Heres","Cerro Marutani, cumbre, selva siempre verde tupida en la altiplanicie cerca de la frontera Venezolana-Brasilera","-63.05","3.75","1420","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114220' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803758","NY03803758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","498091","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","W. W. Thomas","9375","1992","05","15","South America","Brazil","Bahia","Wenceslau Guimaraes","Forest of Fazenda Boa Esperança near Reserva Estadual Wesceslau GuimarÔes, 8 km above Rio Vermelho, 2 km above jct rd to Taquara","-39.78","-13.6","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498091","NY00498091_01","T. B. Croat","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","3803752","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","G. H. H. Tate","702","1928","08",NA,"South America","Venezuela",NA,NA,"Aguita Slope, Summit of Mount Duida",NA,NA,"1067","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114214' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803752","NY03803752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","3803756","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","B. Maguire","35383","1953","02","23","South America","Venezuela","Amazonas",NA,"Serranía Yutaje, Río Manapiare, Cerro Yutaje, northwest ridge above Camp Yutaje",NA,NA,"1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114218' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","498094","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","J. L. Zarucchi","5696","1987","09","23","South America","Colombia","Antioquia","Frontino","Km 12 of road Nutibara-Murrí","-76.37","6.75","2010","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498094",NA,"T. B. Croat","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","3803757","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","J. A. Steyermark","107235","1973","05","04","South America","Venezuela","Bolívar",NA,"Sierra Pakaraima: Cabeceras del Río Paragua (Agua-pira). a lo largo de la frontera Venezolana-Brasilera, frontera N° 15","-63","3.67","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114219' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","03803750","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","T. M. Koyama","7423","1967","03","02","South America","Venezuela","Bolívar",NA,"Uaipan-tepui, plateau at southern foot of the peaks of Uaipan, forest along upstream of Río Hacha, top of Salto Hacha",NA,NA,"1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114210' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","3803751","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","G. H. H. Tate","929","1928","08",NA,"South America","Venezuela",NA,NA,"Slopes of Mount Duida",NA,NA,"945","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114213' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803751","NY03803751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","3803753","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","J. A. Steyermark","75455","1953","05","16","South America","Venezuela","Bolívar",NA,"Chimantá Massif. Southwestern-facing slopes of Chimantá-tepuí (Torono-tepuí), above valley of Río Tirica",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114215' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803753","NY03803753_01",NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-09-27 05:27:00-03","NY","NYBG","498092","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei",NA,"R. L. Liesner","16800","1984","03","15","South America","Venezuela","Amazonas","Mun. Río Negro","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon","-65.95","0.85","780","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498092",NA,"T. B. Croat","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","3803755","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","B. Maguire","30230","1950","12","14","South America","Venezuela","Amazonas","Rio Cunucunuma","Cerro Huachamacari, Summit Camp to West Escarpment and Escarpment face, 50 feet below top of Escarpment","-65.756094","3.84691","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114217' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803755","NY03803755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3803754","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","B. Maguire","28692","1949","01","21","South America","Venezuela","Amazonas",NA,"Sabana Grande, vicinity of Campo Grande",NA,NA,"1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4114216' target='other'> <mi>dwc_moreinfo</mi></a>","NY03803754","NY03803754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:44:41-03","EAO","IAN","76039","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","Ule, EHG","8490",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN076039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:43:13-03","NBC","NL-BOTANY","U.1098175","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","Steyermark JA",NA,"1973","05","04","Southern America","Venezuela",NA,NA,"Estado Bolivar, Sierra Pakaraima, Cabeceras del Rio Paragua (Agua-pira), a la largo de frontera Venezolana-Brasileira, frontera.","-63","3.666667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1098175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1098175","NL-U1098175",NA,NA,"Magnoliopsidae","-63.0","3.666667",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:43:13-03","NBC","NL-BOTANY","U.1603513","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","Unknown",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"Mountain Il Ladabu.",NA,NA,NA,NA,"In forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1603513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1603513","NL-U1603513","Mennega EA",NA,"Magnoliopsidae",NA,NA,"1981","01","31",NA,NA,NA,NA,NA
"16","2021-03-12 12:52:36-03","UNICAMP","UEC","209307","S","Plantae","Liliopsida",NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","Schott","Campos-Rocha, A","1018","2012","11","06",NA,"Brazil","São Paulo","Nova Odessa","em cultivo no Jardim Botânico Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,"Herbácea ca. 35 cm altura, espata alva, espádice alva, tornando-se alaranjada com a frutificação","UEC1814",NA,"Campos-Rocha, A",NA,NA,NA,NA,"2012","11","06","8440","auto",NA,NA,NA
"17","2014-04-04 05:49:00-03","MO","MOBOT","1105225","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Rodolfo Vásquez|et al.","Vásquez Martínez 20815","1996","5","13","South America","Peru","Cajamarca","San Ignacio","Huarango - San Martin. Bosque intermedio con tala selectiva.","-78.5","-5.36666","860.00000000",NA,NA,NA,NA,"Thomas B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"18","2018-12-10 13:05:00-02","MO","MOBOT","101088376","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Victor Quipuscoa S.|et al.","Quipuscoa Silvestre 3200",NA,NA,NA,"South America","Peru","Amazonas","Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2013-08-30 11:34:00-03","MO","MOBOT","100615850","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Kenneth J. Wurdack|Karen M. Redden|Erin A. Tripp|A. Radosavljevic|C. Jacobis|J. Ralph","Wurdack 5662","2012","5","18","South America","Guyana","Cuyuni-Mazaruni",NA,"Below 1 st escarpment (of four) of Kamakusa Mt., vicinity of large waterfall upstream of Powis Creek (2nd) Camp.","-60.2393055","5.8096111","651.00000000",NA,NA,NA,NA,"Thomas B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","1114106","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Thomas B. Croat","Croat 55086","1982","8","15","South America","Venezuela","Bolívar",NA,"Cultivated at the home of Dr. Julian Steyermark, Caracas.",NA,NA,NA,NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-09-24 10:56:00-03","MO","MOBOT","1114107","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark|Bruce K. Holst","Steyermark 130596","1985","2","23","South America","Venezuela","Amazonas",NA,"Depto. Atabapo: Cerro Marahuaca: Forested steep sandstone southeast-facing slopes and bluffs, above branch of Caño Negro, south-central portion of meseta, downstream from Sima Camp.","-65.51666","3.71666","1220.00000000",NA,NA,NA,NA,"T.B. Croat (MO)","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","1114108","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 75208","1953","4","20","South America","Venezuela","Bolívar",NA,"Chimantá Massif. Forested slopes adjacent to quebrada, vicinity of camp 3, NW part of Abácapa-tepuí.",NA,NA,"1300.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-08-28 22:20:00-03","MO","MOBOT","1114109","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark|et al.","Steyermark 92565","1964","1","2","South America","Venezuela","Bolívar",NA,"On summit. Bosque enano achaparrado sobre el hombrillo superior y la cumbre arriba de la ladera escarpada de arenisca. Cerro Venzmo.","-61.4","5.95","1575.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2016-09-28 08:25:00-03","MO","MOBOT","1114110","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 107235","1973","5","4","South America","Venezuela","Bolívar",NA,"Sierra Pakaraima: Cabeceras del Río Paragua (Aguapira), a lo largo de la frontera Venezolana-Brasilera, frontera.","-63","3.6666667","1400.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"25","2017-12-14 09:24:00-02","MO","MOBOT","1114111","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 124034","1981","1","13","South America","Venezuela","Bolívar","Heres","Dist. Heres: Cerro Marutani, cumbre, selva siempreverde tupida en la altiplanicie cerca de la frontera Venezolana-Brasilera.","-63.05","3.7833333","1420.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2010-02-25 22:38:00-03","MO","MOBOT","3084990","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Peter J. Edwards","Edwards 1292","1979","4","12","South America","Guyana",NA,NA,"Upper Mazaruni, Saydak Creek, E Eboropu Mt","-60.675","5.69416","470.00000000",NA,NA,NA,NA,"S. Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","362698","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","G.H. Tate","Tate 929","1929",NA,NA,"South America","Venezuela","Amazonas",NA,"Aguita",NA,NA,"1030.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","362704","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Félix Cardona P.","Cardona Puig 2353","1947",NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2012-08-31 16:47:00-03","MO","MOBOT","370723","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","W. Wayt Thomas|et al.","Thomas 9375","1992","5","15","South America","Brazil","Bahia",NA,"Mpio. Wenceslau Guimaráes. Forest of Fazenda Boa Esperança near Reserva Estadual Wesceslau Guimaráes, 8 km above Rio Vermelho, 2 km above jct. rd. to Taquara.","-39.7833333","-13.6","600.00000000",NA,NA,NA,NA,"T. Croat","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2020-06-16 16:38:00-03","MO","MOBOT","372936","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 16800","1984","3","15","South America","Venezuela","Amazonas","Río Negro","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","-65.95","0.85","780.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"84-58"
"31","2015-08-23 05:45:00-03","MO","MOBOT","372980","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner|B.L. Stannard","Liesner 16922","1984","3","21","South America","Venezuela","Amazonas",NA,"Río Negro. Cerro de La Neblina Camp V. Valley north base of Pico Cardona. Elev. 1250 m. 0º49'N, 66º0'W.","-66.16666","0.81666","1250.00000000",NA,NA,NA,NA,"Thomas B. Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"84-61"
"32","2017-12-05 10:31:00-02","MO","MOBOT","373075","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 17656","1985","2","17","South America","Venezuela","Amazonas","Atabapo","Slope of Cerro de Marahuaca. Río Yameduaka arriba.","-65.4666667","3.6333333","1225.00000000",NA,NA,NA,NA,"Thomas B. Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"85-4"
"33","2008-05-27 22:02:00-03","MO","MOBOT","373156","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 18181","1985","3","2","South America","Venezuela","Amazonas",NA,"Atabapo. Forested and open area on Plateau of Duida above Culebra.","-65.7","3.6","1250.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"85-19"
"34","2011-03-07 10:22:00-03","MO","MOBOT","373227","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 18433","1985","3","8","South America","Venezuela","Amazonas",NA,"Atabapo. Forested slope of Marahuaca. 1 to 2 km north of Sima Camp.","-65.5166667","3.7166667","1100.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"85-27"
"35","2008-05-27 22:02:00-03","MO","MOBOT","373868","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner|Bruce K. Holst","Liesner 21550","1987","3","3","South America","Venezuela","Amazonas",NA,"ATURES 8 km NW of settlement of Yutaje. Plateau 3 km W of Río Coro-Coro, W of Serranía de Yutaje. Valley east base of unnamed 1760 m. peak. Along stream with sandstone rock bed enclosed by forest and open forest.","-66.15","5.68333","1000.00000000",NA,NA,NA,NA,"T.B. Croat (MO)","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"87-16"
