"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","798735","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","D. J. N. Hind","R. M. Harley","26979","1988","11","20","South America","Brazil","Bahia","Ibicoara","Ibiquara 25 km ao N de Barra da Estiva, na estrada nova para Mucugê.","-41.3","-13.42","1100","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798735","NY00798735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-09 11:11:08-03","UFBA","ALCB","133948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Alves, M","Alunos de Sistemática Evolução de Espermatófitas; Roque, N; et al.","24","2018","06","16","Southern America","Brasil","Bahia","Mucugê","Parque Sempre Viva - Trilha para cachoeira das Andorinhas","-41.569444","-13.6725",NA,NA,NA,"Altura ca. 1m. Folhas verdes cinérias. Brácteas verdes com estrias astro-vináceas. Caule vináceo. Corola e estilete creme.","ALCB057078","ALCB057078","2018","07","-41.569444","-13.6725",NA,NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:11:08-03","UFBA","ALCB","033466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Moura, L","Hind, DJN; Bautista, HP","PCD&nf;4192","1996","11","11","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Estrada Piatã/Imbuia, a 2 km da entrada para Imbuia","-41","-13","1240","1240",NA,"0,80 m, muito ramificado. Folhas filiformes, verde-anguladas, glândulas alongadas, nigrescentes. Filárias verdes, duas linhas centrais de glandulas nigrescentes, ápice arroxeado. Corola com 2/3 do tubo amarelo-esverdeado, parte superior e lobos averm",NA,NA,"2012","02","-41","-13","24",NA,NA,NA,NA,NA,NA
"4","2019-10-09 11:11:08-03","UFBA","ALCB","033628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Moura, L","Hind, DJN; Bautista, HP; M.M. da Silva; Queiroz, LP de","PCD&nf;3926","1996","11","02","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Estrada Piatã-Inúbia","-41.825556","-13.121111","1340","1340",NA,"0,30 m, ramificado no ápice do xilopódio, ramos verde-azulados. Folhas verdes-azulados. Inflorescência com filarias de glandulas oleíferas negras, flores externas em antese e internas em botões, corola creme com lobos reflexos; anteras castanho-escur",NA,NA,"2012","02","-41.825556","-13.121111","24",NA,NA,NA,NA,NA,NA
"5","2019-10-09 11:11:08-03","UFBA","ALCB","62321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Roque, N","Queiroz, LP de; França, F; Melo, E","PCD4390","1995","07","10","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina, 9 km N de Catolés, caminho de Ribeirão de Baixo a Piatã. Serra do Atalho: descida para os gerais entre Serra do Atalho e a Serra da Tromba","-41.833333","-13.333333","1400","1400",NA,"Até 50 cm. Flores com pétalas cremes. Glândulas escuras em toda a planta. Planta odorífera.; Gerais graminoso sobre solo arenoso.",NA,NA,"2003","09","-41.833333","-13.333333",NA,NA,NA,NA,NA,NA,NA
"6","2019-10-09 11:11:08-03","UFBA","ALCB","62361","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Roque, N","Oliveira, EC de; Roque, N","36","2002","02","16","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Àrea de cultivo experimental","-41.383333","-13",NA,NA,NA,"De até 1 m de alt. Brácteas involucrais verdes com estrias negras. Corola e estilete amarelo - claro. Anteras castanhas.",NA,NA,"2003","09","-41.383333","-13",NA,NA,NA,NA,NA,NA,NA
"7","2019-10-09 11:11:08-03","UFBA","ALCB","76407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Moura, L","Harley, RM","55528","2006","08","04","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, caminho da cidade, em direção da Serra da Marsalina; próximo da base da serra","-41.841111","-13.578889","1097","1097",NA,"esguio, muito ramificado, com caules e ramos finos. Porções vegetativas mais jovens da planta fortemente glaucas, com estrias longitudinais vináceo-escuras. Bráctas involucrais glaucas, corola amarelo-esverdeado claro, meio transparente, cilindro est",NA,NA,"2012","02","-41.841111","-13.578889","24",NA,NA,NA,NA,NA,NA
"8","2019-10-09 11:11:08-03","UFBA","ALCB","89011","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Roque, N; Liro, RM","Roque, N; Accioly, M","219","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Ca. 3 km do cemitério em direção à Mucugê.","-41.385833","-13.000833","987","987",NA,"Ca. 40 cm alt. Brácteas involucrais verde - vináceas, corola amarela.",NA,NA,"2009","07","-41.385833","-13.000833",NA,NA,NA,NA,NA,NA,NA
"9","2019-10-09 11:11:08-03","UFBA","ALCB","89011","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Roque, N; Liro, RM","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2119","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca. 3km do Cemitério em direção à Mucugê","-41.385833","-13.000833","987","987",NA,"ca. 40cm alt. Brácteas involucrais verde-vináceas, corola amarela.",NA,NA,"2009","07","-41.385833","-13.000833",NA,NA,NA,NA,NA,NA,NA
"10","2019-10-09 11:11:08-03","UFBA","ALCB","102648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Moura, L; Gomes, N","Moura, L; Borges, RL","157","2011","10","15","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para o córrego do Boiadeiro.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"ca. 1m, folhas discolores com traços negros, brácteas involucrais verdes com glândulas negras, corola amarela, estilete amarelo, papus dourado.; em solo arenoso.",NA,NA,"2012","01",NA,NA,NA,"52493","auto",NA,NA,NA,NA
"11","2020-12-21 16:16:58-03","MBM","MBM","424044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N. Hind","Rodríguez-Oubiña, J.","Bautista, H.P.","2103","1997","08","29","Southern America","Brazil","Bahia","Mucugê","Rodovia que liga Mucugê a Barra da Estiva, a 20km de Mucugê","-41.484167","-13.096111","1180","1180",NA,"Subarbusto ereto, ca. 70cm de altura, filárias verdes com glândulas alongadas negras. Corola lilás, anteras roxo nigrescentes. Odorífera. Ocasional. Espécie nova, inédita.; Cerrado/Campos gerais.","MBM424044",NA,"2000","09","-41.484167","-13.096111",NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 13:25:21-03","UFBA-IMS","HVC","4386","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Alves, M.","Alunos de Sistemática Evolução de Espermatófitas; N.Roque","24","2018","06","16",NA,"Brasil","Bahia","Mucugê","Trilha para cachoeira das Andorinhas. Parque Sempre Viva","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Folhas verdes cinérias. Brácteas verdes com estrias astro-vináceas. Caule vináceo. Corola e estilete creme. Habitat: Campo rupestre Habito: arbusto","HVC00004386",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"13","2021-01-26 14:12:26-03","CPACT","ECT","5698","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","M.Alves","Alunos de Sistemática Evolução de Espermatófitas; N.Roque","24","2018","06","16",NA,"Brasil","Bahia","Mucugê","Parque Sempre Viva. Trilha para cachoeira das Andorinhas. Campo rupestre. Altitude obtida a partir dos dados de coordenadas geográficas.","-41.341111","-12.998056","952","952",NA,NA,"ECT0005698","ECT0005698","2018","07","41º20'28''W","12º59'53''S","01",NA,NA,NA,NA,NA,NA
"14","2020-09-12 05:00:02-03","US","US","3575640","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N. Hind",NA,"L. M. Moura & R. Borges","157","2011","10","15","South America - Neotropics","Brazil","Bahia",NA,"Chapada Diamantina, Mucuge, Trilha para o corrego do Boiadeiro.",NA,NA,NA,NA,NA,NA,"US01810914","US01810914_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"15","2020-09-02 16:21:35-03","Cenargen","CEN","45991","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","J. B. Bringel","N. G. Jesus - ALCB","871","2000","03","26",NA,"Brasil","BA","RIACHAO DO JACUIPE","Serrote Branco.","-39.3856010437012","-11.8069000244141",NA,NA,"Exsicatas","Folhas membranáceas, concolores. Flores com pétalas amarelas com base vinácea. Doação do Projeto Flora da Bahia. Herbário Alexandre Leal Costa - ALCB (46755). Projeto Financiado pelo CNPq.","CEN00045991","CEN00045991","2008","11","-4038889.0","-970028.0",NA,"35299","auto",NA,"1",NA,NA
"16","2019-11-13 11:16:30-03","USP","SPF","223352","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Anônimo","Moura, LM","157","2011","10","15",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para o Córrego do Boiadeiro.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"SPF00223352",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"17","2019-10-07 09:11:55-03","UEFS","HUEFS","20085","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","N.Roque","Queiroz, L.P.de","4390","1995","07","10",NA,"Brasil","Bahia","Abaíra","Catolés 9 km N de Catolés, caminho de Ribeirão de Baixo a Piatã.Serra do Atalho: descida para os gerais entre Serra do Atalho e a Serra da Tromba.","-41.833333","-13.033333","1400","1450",NA,"Encosta campo rupestre e gerais graminoso sobre solo arenoso.","HUEFS0020085","HUEFS0020085","2003","10","41W50'","13S2'",NA,NA,NA,"Asteranae",NA,NA,NA
"18","2019-10-07 09:11:55-03","UEFS","HUEFS","66654","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind",NA,"Harley, R.M.","26979","1988","11","20",NA,"Brasil","Bahia","Ibiquara","25 km ao N de Barra da Estiva, na estrada nova para Mucugê.","-41.3","-13.416667","1100","1200",NA,"Campos gerais","HUEFS0066654","HUEFS0066654",NA,NA,"41W18'","13S25'",NA,NA,NA,"Asteranae",NA,"Isótipo",NA
"19","2019-10-07 09:11:55-03","UEFS","HUEFS","66655","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind",NA,"Harley, R.M.","26979","1988","11","20",NA,"Brasil","Bahia","Ibiquara","25 km ao N de Barra da Estiva, na estrada nova para Mucugê.","-41.3","-13.416667","1100","1200",NA,"Campos gerais","HUEFS0066655","HUEFS0066655",NA,NA,"41W18'","13S25'",NA,NA,NA,"Asteranae",NA,"Isótipo",NA
"20","2019-10-07 09:11:55-03","UEFS","HUEFS","111571","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","D.J.N.Hind","Harley, R.M.","55528","2006","08","04",NA,"Brasil","Bahia","Rio de Contas","Caminho da cidade, em direção da Serra de Marsalina; próximo da base da serra.","-41.841111","-13.578889","1097","1097",NA,"Campo rupestre com solo arenoso, e elementos de cerrado.","HUEFS0111571","HUEFS0111571","2013","10","41W50'28''","13S34'44''",NA,NA,NA,"Asteranae",NA,NA,NA
"21","2019-10-07 09:11:55-03","UEFS","HUEFS","12438","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","E.C.Oliveira","Ganev, W.","1374","1992","10","27",NA,"Brasil","Bahia","Abaíra",NA,"-41.866667","-13.3","1350","1350",NA,NA,"HUEFS0012438","HUEFS0012438","2006","01","41W52'","13S18'",NA,NA,NA,"Asteranae",NA,NA,NA
"22","2019-10-07 09:11:55-03","UEFS","HUEFS","18272","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","E.C.Oliveira","Ganev, W.","3527","1994","07","14",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.3","1100","1150",NA,NA,"HUEFS0018272","HUEFS0018272","2006","01","41W51'","13S18'",NA,NA,NA,"Asteranae",NA,NA,NA
