"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","maximumElevationInMeters","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","397872","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. A. Steyermark","R. M. Harley","17423","1974","03","25","South America","Brazil","Bahia","Belmonte","Ca. 26 km SW of Belmonte along road to Itapebi, and 4 km along side road towards the sea","-39.03","-16.05","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397872","NY00397872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","885407","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","R. M. Harley","R. M. Harley","18159","1977","01","21","South America","Brazil","Bahia",NA,"4 km S along cosat road BA 007 from Santa Cruz Cabrália on the way to Porto Seguro.","-39.03","-16.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885407","NY00885407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","132420","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. A. Steyermark","R. M. Harley","17069","1974","03","17","South America","Brazil","Bahia",NA,"Coastal zone. 11 km S of Santa Cruz Cabrália. Sea level.","-39.02","-16.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00132420","NY00132420_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","397874","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","B. M. Boom","W. W. Thomas","8930","1992","01","29","South America","Brazil","Bahia","Ilhéus","Along road from Olivença to Maruim, 5.4 km SW of Olivença","-39.05","-14.98","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397874","NY00397874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","885412","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","A. Vicentini","H. P. Bautista","807","1983","07","14","South America","Brazil","Bahia","Camaçari","BA-099 (estrada do côco), entre Arembepe e Monte Gordo. Folha SD.24-X-A. Ponto 02","-38.15","-12.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885412","NY00885412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","885409","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","B. M. Boom","R. P. Belém","1865","1965","10","06","South America","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885409","NY00885409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","885410","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. A. Steyermark","R. P. Belém","1697","1965","09","08","South America","Brazil","Bahia",NA,"Margem da Rodovia Camacan - Canavieiras, 32 km W de Canavieiras.","-39.1821063","-15.5102013","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885410","NY00885410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","885408","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","B. M. Boom","R. P. Belém","1875","1965","10","06","South America","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885408","NY00885408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","885405","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","B. M. Boom","L. A. Mattos Silva","1848","1985","03","07","South America","Brazil","Bahia","Ilhéus","Fazenda Guanabara (junto à Fazenda Barra do Manguinho).Ramal com entrada no km 10 da rod. ILhéus/Olivença, lado direito, 4 km a oeste da rodovia.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885405","NY00885405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","416387","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","P. G. Delprete","W. W. Thomas","9724","1993","02","03","South America","Brazil","Bahia","Ilhéus","10 km south of Ilhéus airport on road to Olivença, then 3 km west","-39.05","-14.98","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416387","NY00416387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","397875","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","B. M. Boom","S. C. de Sant'Ana","142","1991","12","14","South America","Brazil","Bahia","Canavieiras","Cerca de 23 km E de Santa Luzia, na estrada de terra que liga ao Km 49 da Rod. Una/Canavieiras","-39.1660425","-15.5159673","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397875","NY00397875_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","503402","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","P. G. Delprete","A. M. V. de Carvalho","6780","1999","09","07","South America","Brazil","Bahia","Maraú","Rod. BR-030 Saquaíra/Campinhos 4-8 km","-38.9522","-13.9883","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503402","NY00503402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01198093","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","A. Vicentini","S. C. de Sant'Ana","724","1998","10","12","South America","Brazil","Bahia","Canavieiras","Cerca de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras","-39.1978562","-15.5102246","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198093","NY01198093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","885411","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. A. Steyermark","R. P. Belém","831","1965","04","12","South America","Brazil","Bahia",NA,"Margem da Rodovia Camacan - Canavieiras, 30 km de Canavieiras.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885411","NY00885411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","397873","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","R. M. Harley","R. M. Harley","18551","1977","02","03","South America","Brazil","Bahia","Maraú","Near Maraú 20 km North from road junction from Maraú to Ponta do Mutá","-38.95","-13.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397873","NY00397873_01",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","416390","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","P. G. Delprete","W. W. Thomas","9831","1993","05","10","South America","Brazil","Bahia","Ilhéus","2 km west of junction road to Vila Brasil and road from Ilhéus to Una (BA 001); the junction ca 40 km south of Ilhéus just north of Rio Acuipe","-39","-15.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416390","NY00416390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","503436","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","P. G. Delprete","A. M. Amorim","699","1992","08","26","South America","Brazil","Bahia","Itacaré","Estrada que liga Serra Grande. Ramal 13 que leva ao Campinho Cheiroso. Coletas entre o 15 km a 16 a partir do Distrito de Serra Grande","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503436","NY00503436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","416384","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","P. G. Delprete","W. W. Thomas","9457","1992","11","15","South America","Brazil","Bahia","Itacaré","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré","-39.07","-14.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416384","NY00416384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
