"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","eventTime","individualCount","fieldNumber"
"1","2021-04-05 14:25:37-03","UNESC","CRI","14464","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4452","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio. Barra do Rio do Meio.","-49.322222","-28.17","49º19'20''W","28º10'12''S","332","332","Florística IFFSC 143 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto preto;","CRI013634","CRI013634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:44-03","UNESC","CRI","1715","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral","1993","00",NA,"Vanilde Citadini-Zanette; A. J. Aguiar e C. M. Martinello",NA,"1992","03","13","Brasil","Santa Catarina","Orleans",NA,"-49.285278","-28.368333","49º17'7''W","28º22'6''S",NA,NA,NA,"CRI005175","CRI005175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:33:44-03","UNESC","CRI","1736","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"Vanilde Citadini Zanette; C. M. Martinello & A. J. de Aguiar","1715","1991","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: arbórea","CRI005178","CRI005178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:37-03","UNESC","CRI","15118","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Aline Votri Guislon","2019","04","04","Aline V. Guislon; Iara Z. Zanoni; Felipe Seron & Suelane C. Fenali",NA,"2019","03","08","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves. (Área L 13) Capão Bonito","-49.401111","-28.786944","49º24'4''W","28º47'13''S","30","30","Habito: Arbóreo","CRI014531","CRI014531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:25:37-03","UNESC","CRI","803","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1166","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005177","CRI005177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:25:37-03","UNESC","CRI","603","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","953","1990","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005179","CRI005179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:33:44-03","UNESC","CRI","1275","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand",NA,NA,NA,NA,"Jairo José Zocche",NA,"1992","08","14","Brasil","Santa Catarina","Forquilhinha","Parque Municipal.","-49.4725","-28.748056","49º28'21''W","28º44'53''S","28","28",NA,"CRI005180","CRI005180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-04-05 14:33:44-03","UNESC","CRI","1713","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"V. Citadini-Zanette; A. J. de Aguiar","1694","1991","11","20","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: arvoreta","CRI005181","CRI005181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-04-05 14:25:37-03","UNESC","CRI","3252","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1875","1991","06","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005183","CRI005183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-05 14:33:44-03","UNESC","CRI","15067","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","P. Occhioni","1968","11","20","P. Occhioni","3720","1968","11","20","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeira.","-48.558333","-27.682222","48º33'30''W","27º40'56''S","5","5","Flor esverdeada","CRI014473","CRI014473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-04-05 14:25:37-03","UNESC","CRI","14535","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2010","08","15","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3404","2010","01","27","Brasil","Santa Catarina","Treviso","Cirenaica. Cirenaica.","-49.497222","-28.529167","49º29'50''W","28º31'45''S","197","197","Florística IFFSC 58 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta;","CRI013633","CRI013633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:44-03","UNESC","CRI","833","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1196","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","110","110","Habitat: caatinga Habito: árvore","CRI005182","CRI005182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:44-03","UNESC","CRI","14428","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Fábio C. S. Vieira","2020","04","20","Schwirkowski, P.","2305","2017","07","29","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Serra Alta. Em caíva, atrás da Implantec.","-49.388889","-26.293889","49º23'20''W","26º17'38''S","900","900","Frutos maduros arroxeados Habitat: Heliófita Habito: Árvore","CRI013461","CRI013461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:37-03","UNESC","CRI","13032","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2010","10","25","Schmitt, J.L.; Caglioni, E.","3103","2010","10","12","Brasil","Santa Catarina","Imaruí","Forquilinha. Forquilinha.","-48.869722","-28.164722","48º52'11''W","28º9'53''S","666","666","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira de estrada Habito: arbórea; Fruto verde e roxo; flor branca","CRI011723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","579887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","3295","1956","06","08","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579887","NY00579887_01","Magnoliophyta","Myrtales","paratype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-01-12 10:55:00-02","NY","NYBG","579891","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana",NA,NA,NA,NA,NA,"E. Hassler","4236",NA,NA,NA,"Paraguay",NA,NA,"Barb. Rodr. [illegible]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579891","NY00579891_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","579890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand",NA,NA,NA,NA,"L. A. F. Mathes","9928","1978","10","10","Brazil","São Paulo","Campinas","Bosque dos Jequitibás.","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579890","NY00579890_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","533269","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","M. L. Kawasaki",NA,NA,NA,"O. Handro",NA,"1931","08","05","Brazil","São Paulo","Sao Paulo","Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533269","NY00533269_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","579886","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. M. Klein","1992","1956","05","19","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579886","NY00579886_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","579889","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","M. L. Kawasaki",NA,NA,NA,"O. Handro",NA,"1931","08","05","Brazil","São Paulo","Sao Paulo","Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579889","NY00579889_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","579885","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. M. Klein","1684","1955","10","14","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579885","NY00579885_01","Magnoliophyta","Myrtales","paratype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","579888","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","10053","1960","10","07","Brazil","Santa Catarina","Sao Francisco do Sul","Morro do Campo Alegre, Sao Francisco do Sul.","-48.6381","-26.2433",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579888","NY00579888_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","557981","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","M. Sobral",NA,NA,NA,"G. G. Hatschbach","16816","1967","08","02","Brazil","Paraná","Campina Grande do Sul","Caminho ao Pico Caratuva, Lagoa","-49.0553","-25.3058",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557981","NY00557981_01","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","26667","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobbral, M.","2000",NA,NA,"Pavão, O.C.",NA,"1999","10","04","Brasil","Paraná","São Jerônimo da Serra",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU026667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","3047","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Adachi, S.A.","2010","12",NA,"Rezenda, A.A.","9","1992","10","10","Brasil","São Paulo","Araçatuba",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU003047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:36-03","UFRJ","RFA","8843","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand",NA,NA,NA,NA,"P. Occhioni","3720","1968","11","20","Brasil","Santa Catarina","Santa Catarina","Tapera, Ribeira",NA,NA,NA,NA,NA,NA,"Flor esverdeada","RFA46417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:53-03","UTFPR","DVPR","2561","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2009",NA,NA,"Cotarelli, V; Francisco, EM","169","2008","06","10","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.09","-23.56","-51.09","-23.56",NA,NA,"Arvoreta 3m, frutos imaturos verdes e maduros pretos.","DVPR002561",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:10:53-03","UTFPR","DVPR","5847","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Oliveira, AA de","2011","01","17","Korte, A; Kniess, A","4794","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.24","-26.3824","-50.24","-26.3824","1009","1009","Arbórea, flor creme.; Floresta Ombrófila Mista, Estágio Avançado - explorado.","DVPR005847",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:53-03","UTFPR","DVPR","947","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Soares-Silva, LH","2004","02",NA,"Francisco, EM","s.n.","1999","03","09","Brasil","Paraná","Curiúva","Fazenda São José","-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,"Árvore 4m, frutos imaturos esverdeados.; borda da mata.","DVPR000947","DVPR000947","Magnoliophyta",NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-24 17:10:53-03","UTFPR","DVPR","2761","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Soares-Silva, LH","2000",NA,NA,"Chagas-Silva, F; Soares-Silva, LH","2007","1996","10","15","Brasil","Paraná","Piraí do Sul","Arredores de Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"Árvore 8m, botões verdes, flores brancas, frequente.","DVPR002761",NA,"Magnoliophyta",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-24 17:10:53-03","UTFPR","DVPR","5845","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2010","08","15","Verdi, M; Klettenberg, DH; Klemz, G","3404","2010","01","27","Brasil","Santa Catarina","Treviso","Cirenaica.","-49.295","-28.3145","-49.295","-28.3145","197","197","Arvoreta , florística; Floresta Ombrófila Densa; Estágio médio de regeneração, interior do fragmento.","DVPR005845",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-20 14:40:42-03","UPM","MACK","526","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D. Legrand","S. Honda","2009","04","02","S. Honda","477","2008","03","31","Brasil","SP","São Paulo","Parque Est. Urbano Fazenda TIZO, Butantã, mata","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:21:12-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2005",NA,NA,"Barbosa, E; Silva, JM","804","2003","12","04","Brasil","Paraná","Tijucas do Sul","Serra Papanduva, Beira do rio encachoeirado","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"4m, flor alva.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:21:12-03","UFBA","ALCB","71053","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2005",NA,NA,"Silva, JM; Cervi, AC","1032","1991","05","04","Brasil","Paraná","Piraquara","Canguiri","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"3,50m., fruto imaturo.","ALCB057908",NA,"Dicotyledon",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:21:12-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2005",NA,NA,"Silva, JM; Cervi, AC","1032","1991","05","04","Brasil","Paraná","Piraquara","Canguiri","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"3,50m., fruto imaturo.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:21:12-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Barbosa, E; Cordeiro, J","2007",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6085","2007","10","04","Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"4 m. Fruto imaturo.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:21:12-03","UFBA","ALCB","82785","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Barbosa, E; Cordeiro, J","2007",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6085","2007","10","04","Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"4 m. Fruto imaturo.","ALCB057911",NA,"Dicotyledon",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:12-03","UFBA","ALCB","71048","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand","Sobral, M","2005",NA,NA,"Barbosa, E; Silva, JM","804","2003","12","04","Brasil","Paraná","Tijucas do Sul","Serra Papanduva, Beira do rio encachoeirado","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"4m, flor alva.","ALCB057910",NA,"Dicotyledon",NA,NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2513162","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroana","Eugenia handroana","D.Legrand",NA,NA,NA,NA,"Klein RM",NA,"1955","10","14","Brazil",NA,NA,"Santa Catarina, Morro da Ressacada, Itajai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2513162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2513162","NL-L2513162",NA,"Myrtales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
