"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","infraspecificEpithet","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"1","2020-09-23 10:41:40-03","E","E","85363","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","Bridgewater, S., Pennington, R.T. & Daza, A.","1998","03","13","W. Tropical South America","PE","herbarium specimen of unspecif","BGBASE:94732","<a href=http://data.rbge.org.uk/herb/E00085363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00085363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","865295","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","C. A. Cid Ferreira","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865295","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","2648","Acre","Sena Madureira","Estrada de Bonsucesso Km 7, mata da margem esquerda do Rio Caeté.","-68.6567","-9.0658","NY00865295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","2172132","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff","1934","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319891' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172132","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"6628","Amazonas","Humaitá","Basin of Rio Madeira, near Livramento, on Rio Livramento.","-63.03","-7.52","NY02172132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","2172146","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Ducke","1935","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319907' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172146","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"231","Amazonas","Manaus","Ultra Flores.","-60.0134075","-3.0587534","NY02172146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2172125","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","L. F. Coêlho","1982","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319855' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172125","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"1871","Amazonas",NA,"Estrada ZF-1, Km 8","-59.8856431","-2.6740548","NY02172125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","330649","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","M. Silveira","1994","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330649","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","879","Acre","Tarauacá","Bacia do Rio Juruá, Rio Tarauacá. Seringal Maceió, Colocaçao Fortaleza.","-71.0878","-8.2789","NY00330649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","02172147","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","R. de Lemos Fróes","1942","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319913' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172147","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"852","Amazonas","São Gabriel da Cachoeira","Basin of Rio Negro. Busseh Cussi, basin of Castanha River.","-67.0892","-0.130278","NY02172147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","196400","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","M. N. Alexiades","1989","03","29","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196400","Magnoliophyta","Rosales","Ruiz & Pav.","C. R. Reynel","542","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Study plot 1","-69.28","-12.83",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","448824","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","M. Silveira","1995","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448824","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","1034","Acre","Tarauacá","Bacia do Alto Juruá, Rio Tarauacá, margem esquerda, seringal Sumaré (sede).","-71.4636","-8.5139","NY00448824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","865301","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865301","Magnoliophyta","Rosales","Ruiz & Pav.","P. C. Standley","5380","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY00865301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","02434825","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","C. A. Cid Ferreira","1986","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2667522' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434825","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"8401","Amazonas","Fonte Boa","Rio Solimões margem direita, lago do Aurá. Mata de terra firme, solo argilo-humoso.","-65.5","-2.616667","NY02434825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02172128","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff","1933","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319872' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172128","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"5173","Amazonas",NA,"Basin of Rio Jurua. near mouth of Rio Embira (tributary of Rio Tarauaca).","-70.25","-7.5","NY02172128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02172131","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Ducke","1935","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319889' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172131","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"231","Amazonas","Manaus","Ultra Flores.","-60.0134075","-3.0587534","NY02172131_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2172129","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","R. de Lemos Fróes","1941","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319875' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172129","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"132","Amazonas",NA,"Basin of Rio Solimões, Igarapé do Maruja.",NA,NA,"NY02172129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2172140","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","P. A. C. L. Assunção","1997","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319899' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172140","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"753","Amazonas",NA,"Estrada de Acesso, onde corta plantio de pau-rosa.","-59.966667","-2.883333","NY02172140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1488099","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","S. M. Figueiredo","2012","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2494449' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488099","Magnoliophyta","Rosales","Ruiz & Pav.","Determiner unspecified","42","Acre","Capixaba","Rodovia BR 317, UPA 01 do Plano de Manejo Florestal da Fazenda Capixaba.","-67.727058","-10.536969",NA,"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2172134","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Ducke","1935","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319893' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172134","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"59","Amazonas","Manaus","Ad orientem Flores.","-60.0134075","-3.0587534","NY02172134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
